上架日期,申請人數,公司名稱,description,縣市,職稱,工作編號,經度,緯度,major,學歷要求,是否遠距,薪資下限,是否積極徵才,員工人數,搜尋關鍵字,薪資是否為面議,是否要求特定major,八大產業,公司規模,工作經驗,專長工具
20250718,5,安永聯合會計師事務所,"1. 執行業務訪談、瞭解客戶痛點和需求，並進行相關資料收集，並提出改善建議。
2. Python 進行資料探勘、數據分析和資料科學應用實作(模型貼標，並分析客群資料找出價值客戶)。
3. 拆解議題進行PoC沙盒實作，並研究新興科技議題(本組以資料科學",台北市,【諮詢服務】數據分析、數位化與新興科技諮詢 - 顧問,12307965,25.03448,121.5612107,"['資訊管理相關', '資訊工程相關', '經濟學相關']",大學,無遠距,40000,0,2500,數據科學,1,1,服務與專業顧問業,大型,不拘,"Excel, PowerPoint, Project, Word"
20250623,6,華邦電子股份有限公司,"850堂資料科學、人工智慧、數據思維與程式技術等多元主題，支援彈性自主學習
．建立跨部門的 AI實作班與技術社群，定期舉辦研習與交流活動，讓知識轉化為實戰力
．完善數據應用學習資源，結合資料呈現(Power BI、Tableau)、資料處理(",新竹縣,軟體類--Senior Cloud Data Engineer (竹北),14604913,24.8068013,121.037803,"['資訊工程相關', '資訊管理相關']",大學,無遠距,40000,0,2800,數據科學,1,1,資訊科技業,大型,5年以上,"MS SQL, Power BI​"
20250714,5,烽泰科技有限公司,"【你需要做什麼？】
1. 開發與維護數據抓取腳本與ETL流程，實現數據自動化處理，負責數據的抓取、清洗、轉換及分析工作。
2. 使用Power BI製作專案視覺化報表，有效追蹤及監測專案成效，支持產品化規劃與知識提煉。
3. 提供基於數據科學的商",台北市,【外商】資深金融產品數據分析師 Senior Data Analyst,12967438,25.0523726,121.5203904,"['數學及電算機科學學科類', '經濟學相關', '統計學相關']",大學,無遠距,40000,1,160,數據科學,1,1,金融與保險業,中型,1年以上,"Python, MySQL, Excel, Outlook, Word, 中文打字20~50, 英文打字20~50"
20250715,24,寶辰科技有限公司,"1.分析市場熱度與趨勢，提供決策依據以掌握用戶關注焦點
2.探索用戶轉化路徑，協助識別流程瓶頸並提出優化建議
3.追蹤用戶留存與流失行為，分析關鍵影響因素以提升留存率
4.研究用戶交易行為，挖掘潛在需求並提升營收機會
5.將分析結果應用於產品與行銷策略優化，強化整體營運表現",台北市,數據分析師,14627534,25.0689422,121.5909027,[],大學,無遠距,40000,1,25,數據科學,1,0,資訊科技業,小型,2年以上,
20250718,35,味全龍職業棒球隊_共享棒球股份有限公司,"1. 資料分析與視覺化
(1)使用 SQL、Python 等工具，分析多元數據找出商業洞察
(2)建置並維護 BI 儀表板，追蹤行銷與營運指標

2. 經營策略與行銷分析
(1)提供經營決策所需之數據
(2)分析顧客行為與客群特性，協助客群經營",台北市,數據分析專員,14428372,25.113337,121.5329854,"['資訊工程相關', '資訊管理相關', '數理統計相關']",大學,無遠距,40000,1,180,數據科學,1,1,服務與專業顧問業,中型,2年以上,"MS SQL, Power BI​, Tableau, Word, PowerPoint, Excel, Python"
20250716,41,新加坡商鈦坦科技股份有限公司台灣分公司,"【Game changer, armed with data.】
You know all about our users, through data analysis. And because you do, you can identify issues and present insights to our Product Owners, spurring them into action. Working with your team, you play a key role in enhancing our business value. After all, you're the one who ignited the spark. And no spark, no fire.

【What a Data Scientist does in Titansoft】
．Apply statistical, ML/DL and generative AI techniques to build functions for user classification, fraud detection, sentiment analysis and other objectives.
．Conduct data analysis to support Product Owner and Business Leaders in business decisions and requirements.
．Develop and automate reports for analytical purposes.
．Collaborate with other Product Development teams to understand their business needs, formulate and complete end-to-end analysis that includes data gathering, analysis, ongoing scaled deliverables and presentations.",台北市,Data Scientist 資料科學家(台北),12562941,25.0581204,121.6118603,[],不拘,無遠距,55000,1,300,數據科學,0,0,資訊科技業,大型,不拘,"Python, Excel"
20250630,22,菲律賓商泰鑫全球顧問有限公司,"SQL （MySQL/PostgreSQL）
12:17
機器學習部分：
了解基本的機器學習算法，能進行數據建模和預測分析。
熟悉Scikit-Learn或TensorFlow等常見的數據科學工具和框架。
若涉及大數據分析和雲端數據庫管理，了解雲端平台",台北市,商業數據分析師,14350415,25.0312347,121.6111949,[],大學,混和,40000,1,15,數據科學,1,0,服務與專業顧問業,小型,不拘,
20250707,6,必揚極限股份有限公司,"Job Description

We are seeking a Senior Data Scientist with deep expertise in unstructured data (audio, speech, text, images, etc.) and a strong background in deploying Large Language Models (LLMs) and AI models at scale. This role focuses on real-world implementation, ensuring that models are efficient, scalable, and optimized for enterprise deployment.

You will work closely with large enterprises, delivering AI-powered solutions that meet real-world performance benchmarks (speed, latency, throughput). The ideal candidate has hands-on experience optimizing LLMs through quantization and pruning, designing distributed training pipelines, and working with AI agents to build end-to-end products beyond just leveraging open-source tools. This role requires a deep understanding of Large Language Models (LLMs), multimodal architectures, and cutting-edge optimization techniques such as quantization, pruning, model distillation, and retrieval-augmented generation (RAG).

Key Responsibilities

Develop and deploy AI models for unstructured data (text, speech, audio, images) with a focus on enterprise-scale performance.

Fine-tune, optimize, and deploy LLMs and multimodal models, integrating distributed training, quantization, and pruning techniques for efficiency.

Design and implement production-ready AI solutions, ensuring scalability, low-latency inference, and high throughput.

Work with AI agents and automation frameworks to create intelligent, real-world AI applications for enterprise clients.

Build and maintain end-to-end LLM Ops pipelines, ensuring efficient training, deployment, monitoring, and model updates.

Implement vector search and retrieval-augmented generation (RAG) systems for large-scale data solutions.

Monitor AI performance using key metrics such as speed, latency, and throughput, continuously refining models for real-world efficiency.

Work with cloud-based AI infrastructure (AWS, GCP) and containerized environments (Docker, Kubernetes) to scale AI solutions.

Collaborate with engineering, DevOps, and product teams to align AI solutions with business needs and client requirements.

Implement data curation pipelines, including data collection, cleaning, deduplication, decontamination, etc. for training high-quality AI models.

Implement self-instruct and synthetic data generation techniques to enrich datasets for low-resource languages and specialized domains.

Required Qualifications

5+ years of hands-on experience in AI, Machine Learning, and Data Science, with a strong focus on production-scale AI.

Expertise in LLMs, including fine-tuning, distributed training, quantization, and pruning techniques.

Experience working with OCR, ASR, and TTS applications in real-world deployments.

Proven experience deploying AI models in production, with real-world examples of scaled AI applications.

Strong understanding of cloud computing, containerization (Docker, Kubernetes), and ML Ops best practices.

Proficiency in Python, PyTorch, and ML libraries.

Hands-on experience with vector databases and retrieval-augmented generation (RAG) architectures.

Strong awareness of AI system performance benchmarks (latency, speed, throughput) and ability to optimize models accordingly.

Experience working with AI agents, designing real-world intelligent automation solutions beyond just open-source experimentation.

Proficiency in transformer-based architectures (BERT, GPT, LLaMA, Whisper, etc.), including pre-training, fine-tuning, and task-specific adaptation.

Expertise in distributed training methodologies, including ZeRO-Offloading, Deep Speed, and FSDP.

Experience in large-scale data curation including data cleaning, formatting, deduplication, decontamination, etc.

",台北市,Senior Data Scientist (Hybrid),14695222,25.052924,121.5608114,[],不拘,混和,83333,1,,數據科學,0,0,資訊科技業,未知,2年以上,"Python, MLOPs, Cloud, LLM, AWS"
20250716,6,安達國際人壽保險股份有限公司,"此職位隸屬於企業規劃處 - 數據分析部

Responsibilities:
1. 協助建置與優化生成式AI模型（如GPT / Azure OpenAI），應用於產品說明、客戶互動與即時問答
2. 設計與實作LLM架構，整合內部系統、資料庫、外部",台北市,【企業規劃處】Data Scientist/AI Engineer,14661544,25.0419774,121.5614241,"['資訊工程相關', '資訊管理相關', '統計學相關']",碩士,無遠距,40000,1,950,數據科學,1,1,金融與保險業,大型,2年以上,
20250717,19,統一超商股份有限公司,"‧數據整合與策略應用：整合內外部多元數據，運用數據分析與人工智慧技術，解決營運挑戰，提升整體績效。
‧營運數據洞察：定義關鍵營運指標與數據來源，建立並維護高效的報表與儀表板，提供即時、精準的營運洞察。
‧數據科技導入與優化：評估並導入領先的數據",台北市,統一超商數據分析管理師,13314495,25.0468659,121.5666547,"['資訊管理相關', '應用數學相關']",大學,無遠距,37050,1,8775,數據科學,0,1,批發與零售業,大型,不拘,
20250716,0,行動貝果有限公司,"Please submit your resume via the following link：https://mobagel.typeform.com/to/ojShbwVv

Job Function
-Analyze and interpret large datasets using Pandas, NumPy, and Scikit-Learn
-Develop and deploy predictive models to solve complex business problems
-Optimize data pipelines and ETL processes for efficiency
-Collaborate with engineering teams to integrate data science solutions into production systems

Your Impact
-Drive data-informed decision-making across the organization
-Deliver insights and predictive analytics to improve product performance
-Enable smarter, faster, and more scalable business processes
-Lead initiatives to innovate and enhance data science practices

Qualifications
-Bachelor’s degree in Data Science, Computer Science, or related field; Master’s or PhD preferred
-3+ years of experience in data science and machine learning
-Strong proficiency in Python, Pandas, NumPy, and Scikit-Learn
-Experience with production-grade machine learning solutions

Join Us
At MoBagel, you’ll work on state-of-the-art AI solutions, lead impactful projects, and be part of a dynamic and fast-paced startup environment.


",台北市,Senior Data Scientist 資料科學家(Python),10703416,25.047665,121.5665155,[],大學,無遠距,40000,0,90,數據科學,1,0,資訊科技業,中型,3年以上,"OOP, Git, Python, R, ETL"
20250715,6,鴻海精密工業股份有限公司,"<About the job> 
As the AI Software Engineer, you'll join the various advanced Data Science & AI Projects in the corporate headquarters. As well as developing intelligent applications via related AI and Big Data Analytics Technology for digital transformation, you will have plenty of opportunities to develop emerging applications based on different use cases and expand your tech skillset in this world-class company (Fortune Global 500, 20th).

<Job Description>
Responsible for deploying the AI/Data Science collaborative framework and building the AI model and data operating infrastructure. Using software development experience to design and develop high-performance automated systems for AI development and operation. As below:

．Collaborating with Data Scientist/AI ML Engineer team, other software system development teams, and the infrastructure team.
．Ability to utilize various tools/methods to build the MLOps/DataOps/DevOps and deploy and manage the AI Development framework and infrastructure
．Developing infrastructures for data transformation and ingestion and automating important infrastructure  to process data
．Deploy AI models to the Inference server and optimize the performance of the model serving operation reliably and efficiently.
．Assist the Data Scientist/AI ML Engineer team in converting the AI models into APIs to serve other systems or integrate with other systems.

<Skill Sets>
(1)Excellent problem-solving and troubleshooting skills.
(2)Genuine passion for learning new technologies and open-source projects.
(3)Familiarity with Python and Java (python is a must)
(4)Good understanding of the Linux OS environment, the Shell Scripting, and infrastructure/networking knowledge. 
(5)Experience with GitLab CI/CD

(Nice to have but not necessary) 
(1)Experience with MLops and Model Serving tools.
(2)Experience in GPU programming and performance tuning
(3)Being familiar with AZURE (or AWS) cloud infrastructure will be a plus
(4)Familiar with declarative infrastructure/container technologies, such as Docker and Kubernetes (k8s/k3s)",新北市,AI軟體工程師 AI Software Engineer (Data Science & AI Team),13400649,24.968371,121.438034,"['資訊工程相關', '資訊管理相關', '其他數學及電算機科學相關']",碩士,無遠距,40000,1,,數據科學,1,1,製造業,未知,5年以上,
20250714,43,酷澎股份有限公司,"What will you do??? 

* Assist product compliance operation project: 

* Collecting and organizing data to create reports and support dashboards, helping to streamline and enhance the efficiency of first-line inspections. 

* Supporting basic statistical analysis to help understand operational performance and contribute to insights that assist managers in optimizing work assignments. 

* Contributing to the use of data to validate and refine control lists, helping to identify suspect or non-compliant products and improve the accuracy of first-line inspections. 

* Exploring new ways to leverage data to improve product compliance management processes.",台北市,(Senior Compliance) Data Analyst,14726225,25.057313,121.5476454,"['商業及管理學科類', '數學及電算機科學學科類']",專科,無遠距,37000,1,700,數據科學,0,1,資訊科技業,大型,1年以上,"PostgreSQL, MS SQL, Excel"
20250714,19,關貿網路股份有限公司,"1.客戶資料分析
2.以統計分析方法或AI演算法建立分析模型
3.視覺化報表設計",台北市,資料分析師,8975729,25.058303,121.613953,"['統計學相關', '心理學相關', '社會學相關']",大學,無遠距,40000,1,670,數據科學,1,1,資訊科技業,大型,2年以上,"Python, R"
20250708,10,國泰金控_國泰金融控股股份有限公司,"1. 掌握新趨勢及商業模式，制定符合組織、業務需求之策略藍圖
2. 規劃與設計以「數據驅動」為核心之商業解決方案，並整合跨單位業務合作以實務落地
3. 與數據分析師、資料科學家合作挖掘、洞察客戶行為/屬性，提出符合業務專業的顧問建議，達成商業決策",台北市,"商業分析師 BA/Business Analyst -商業分析(數數發中心, DDT)_I00014618",13805109,25.0409201,121.5720055,[],不拘,無遠距,40000,0,800,數據科學,1,0,金融與保險業,大型,3年以上,PostgreSQL
20250716,6,台達電子工業股份有限公司 _DELTA ELECTRONICS INC.,"【Roles & Responsibilities】
‧ Build production-ready deep learning models.
‧ Conduct ad-hoc data analyses to inform business decisions, including policy adoption, business expansion, and partner selection.
‧ Design and develop predictive machine learning systems to support our technology infrastructure.
‧ Test and validate systems for data pipelines, business logic, and decision models.
‧ Research and develop tools to enable data scientists to efficiently and safely develop, test, and deploy experimental and production models, signals, and policies.
‧ Coach team members, plan tasks, coordinate projects, and communicate effectively within the team.

【Basic Qualifications】
‧ 2+ years of industry experience with expertise in recommendation science and production-quality recommendation engines.
‧ Fluent in English.
‧ MS/Ph.D. in Computer Science, Mathematics, Statistics, Electrical/Computer Engineering, Data Science, or a related field, with relevant software development experience.
‧ Solid engineering and software development skills, including the ability to write, test, deploy, and maintain high-quality production code.

【Preferred Qualifications】
‧ Deep understanding of models, data mining techniques for structured and unstructured data, feature engineering, feature selection, and other applied machine learning concepts.
‧ Strong proficiency and hands-on industry experience in building and leading the development of production-quality deep learning systems. Production experience with tools such as Keras, Theano, PyTorch, TensorFlow, Scikit-learn, Spark, etc.
‧ Experience in engineering management is a plus.
‧ Hands-on experience using graph databases (e.g., Cypher) and NoSQL databases like MongoDB in production environments is a plus.


",桃園市,資料科學家_先進產業無線通訊解決方案新事業發展部(桃三),14410980,24.9833018,121.3215704,"['數學及電算機科學學科類', '電機電子工程相關', '工業工程相關']",碩士,無遠距,40000,1,88000,數據科學,1,1,製造業,大型,3年以上,
20250715,4,艾新科環保材料有限公司,"1. 教育及工經驗
(1) 碩士以上：相關工作經驗一年以上。
(2) 學士：相關工作經驗三年以上。
2. 數學基礎紮實：微積分、統計學、線性代數
3. 物理觀念及邏輯推理能力良好。
4. 沈穩、負責，對工作有熱忱，能與同事融洽相處。
5. 熟悉 Python, Tensorflow, Keras，C++
6. 能不定期工廠出差。",台北市,資料科學工程師,14506298,25.0418308,121.5652789,"['機械工程相關', '航太工程相關', '河海或船舶工程相關']",大學,無遠距,43000,1,,數據科學,0,1,製造業,未知,不拘,"Python, C++, tensorflow, Keras"
20250715,3,鴻海精密工業股份有限公司,"<About this job>
You will join an advanced artificial intelligence department as the need for Al model solutions rapidly grows. We are expanding our team and looking for a talented Full-Stack Engineer passionate about building highly interactive applications and scalable backend systems for various use cases and expanding their tech skillset in this world-class company.

<Job Description>
As a Full-Stack Engineer, you will play a crucial role in designing, developing, and maintaining both the frontend and backend of our applications. You’ll be responsible for creating user-friendly web interfaces, developing robust backend APIs, and ensuring seamless deployment and service integration. If you're proactive, team-oriented, have strong problem-solving skills, and enjoy building reusable and scalable code, we’d love to meet you!

<Key Responsibilities>
- Develop responsive and interactive frontend web applications using JavaScript and Vue.js.
- Design and implement backend APIs to support frontend and other interfaces using Java, Python, and related technologies.
- Build applications and schedule tasks based on client and project requirements.
- Design and implement modular, high-flexibility components and scalable systems to maximize code reusability and adaptability.
- Set up and configure essential services such as databases, NginX, and Docker environments.
- Ensure smooth deployment processes by utilizing CI/CD concepts and automation.
- Collaborate closely with team members to improve workflows and optimize the development cycle.

<Required Skills>
- Frontend: Strong proficiency in JavaScript and Vue.js with experience in building dynamic and interactive UIs.
- Backend: Solid understanding of Java and Python for API development.
- Databases: Experience working with SQL (e.g., MySQL, PostgreSQL) and NoSQL databases (e.g., MongoDB).
- Software Design: Proven expertise in creating modular, reusable code with high adaptability and flexibility for scalability.
- Tools and Technologies:
  。Docker and Git for containerization and version control.
  。NginX for web server configuration and management.
  。Familiarity with CI/CD concepts and automation techniques to streamline deployments.
- Soft Skills: Strong communication skills and a team player, able to collaborate effectively across departments.
- System Architecture: Understanding of distributed systems and hardware architecture concepts.",新北市,Full-Stack Engineer/全端工程師 (Data Science & AI Team),12402923,24.968371,121.438034,"['資訊管理相關', '電機電子工程相關', '數學及電算機科學學科類']",碩士,無遠距,40000,0,,數據科學,1,1,製造業,未知,3年以上,"Java, Python"
20250715,5,艾彼達健康科技顧問股份有限公司,"AIBEDA is a Contract Research Organisation (CRO) specialising in medtech and AI-powered healthtech innovation. The company provides end-to-end services, including regulatory strategy, clinical protocol design, technology assessment, and market entry support, to help clients navigate the global regulatory landscape. With a focus on agility, data-driven insights, and global connectivity, AIBEDA transforms complex regulatory challenges into commercial success.

We are seeking an experienced Clinical Data Manager & Biostatistician to join our team. This dual-role position will oversee all aspects of clinical data management and perform statistical analyses to support the design, execution, and reporting of clinical trials. The ideal candidate will ensure high-quality, compliant data capture and deliver rigorous statistical outputs that inform regulatory submissions and strategic decision-making.",台北市,Clinical Data Manager & Biostatistician (臨床資料經理暨統計分析師),14697919,25.0507926,121.5500235,[],大學,混和,40000,0,,數據科學,1,0,醫療與健康照護,未知,3年以上,
20250718,44,智鈦星平台服務有限公司,"工作內容：

**熟悉國際金融市場、產品或具投資與金融研究經驗(Crypto、Blockchain 佳)。。

 - 撘建風控數據分析模型，提供即時決策支援
 - 協助建立監控指標、儀表板與異常偵測系統
 - 提供值班團隊與管理層可視化報表與洞察",台北市,【風控數據分析師】Data Analyst,14691446,25.0492213,121.5792941,[],專科,無遠距,70000,1,120,數據科學,0,0,資訊科技業,中型,2年以上,"PostgreSQL, Python, MySQL"
20250623,14,華邦電子股份有限公司,"850堂資料科學、人工智慧、數據思維與程式技術等多元主題，支援彈性自主學習
．建立跨部門的 AI實作班與技術社群，定期舉辦研習與交流活動，讓知識轉化為實戰力
．完善數據應用學習資源，結合資料呈現(Power BI、Tableau)、資料處理(",新竹縣,華邦電子2025校園徵才-(竹北/中科)軟體類_資料科學家,14374458,24.8068013,121.037803,"['資訊工程相關', '資訊管理相關', '數理統計相關']",大學,無遠距,40000,0,2800,數據科學,1,1,資訊科技業,大型,不拘,
20250313,3,美商圖策生技有限公司台灣分公司,"We seek an experienced Data Engineer to join our innovative drug discovery team. The candidate will build tens of thousands of chemical and experimental data into a data pool. Will support the design and preparation of datasets and databases, including data collection, cleaning, normalization, and export. Additionally, you will create an automated data update pipeline and develop visualization tools. As a team member, you will work with cross-functional teams to integrate AI technologies into our drug discovery processes and mentor engineers to provide technical guidance and support.

What You'll Do :
o	Build large-scale drug and experiment-related databases, extract, transform, clean, normalize, and integrate data from different databases.
o	Support the team leader in creating training datasets for model development.
o	Collaborate with other teams to develop database visualization tools and create related APIs for AI engineers.
o	Perform statistical analysis of outliers and clustering using a background in medicinal chemistry
o	Establish the pipelines of automated data updates.

Minimum Qualifications :
o	Must have a background in biology or chemistry.
o	Proficiency in Python
o	Experience in handling and organizing related databases such as Chembl/PubChem, etc.
o	 Experience using FastAPI or other RESTful APIs.
o	Experience building PyTorch datasets/dataloaders
o	Familiarity with various chemical notations and the ability to understand different biochemical experiment theories and methods
o	Experience with multithreading and handling data on a billion-scale.
o	Have a strong ability of problem-solving and ability to collaborate and work as part of a team

Nice To Have :
o	Experience handling different types of drug data(Small molecular, Antibody …).
o	Familiarity with 3D structural data
o	Experience building DL/RL-related models or algorithms
o	Good debugging and performance profiling skills for Python




",台北市,Biochemistry Data Engineer,14354466,25.0469565,121.5825438,"['藥學相關', '生物學相關', '化學相關']",碩士,無遠距,40000,0,10,數據科學,1,1,醫療與健康照護,小型,3年以上,"Linux, Git, Python, PyTorch, NLP, scikit-learn"
20250714,12,皓博科技股份有限公司,"與部署。

資料科學家在現今數據化時代中扮演重要的角色，憑藉數據分析技能和洞察力，能夠協助公司找到商業痛點、發現潛在商機、提升服務品質、降低風險及成本，因此是一個具有發展前途的職位。
如果你具備以上相關經驗和技能，歡迎加入我們，一起打造更好的未來！",台北市,資料科學家,11928683,25.0410522,121.5786938,[],碩士,無遠距,40000,0,32,數據科學,1,0,資訊科技業,小型,不拘,"Matlab, Python"
20250521,1,世新大學_人事室,"工作項目：

運用各式研究方法包含質量化與大數據等，蒐集資料、數據處理、歸納分析並撰寫成果分析報告提供委託方結果與策略建議


專長條件：

1.	熟悉社會行為科學、市場?行銷研究方法及分析技術
2.	善用各種量質化與大數據分析軟體例如：SPSS",台北市,世新大學知識經濟發展研究院-資料分析師,12805570,24.9886453,121.5442068,"['統計學相關', '社會學相關', '企業管理相關']",碩士,無遠距,38000,0,,數據科學,0,1,服務與專業顧問業,未知,3年以上,"Python, R, Excel, PowerPoint, Word, 中文打字20~50, 英文打字20~50, Tableau, Power BI​, SAS, SPSS"
20250717,15,GARMIN_台灣國際航電股份有限公司,"你知道Garmin的智慧工廠嗎? 你知道火星上出現過Garmin的產品嗎? 你知道飛行員總是配戴Garmin的手錶上天空嗎?
全球智慧製造服務計畫(GSMS)透過AI、機構、電控、資料科學、IoT、大數據等技術，將智慧製造系統，即時控制與調整全球",桃園市,【全球智慧製造】IT軟體工程師(商業智慧與流程管理)_林口,6113057,25.0430093,121.3739964,"['資訊管理相關', '資訊工程相關']",大學,無遠距,40000,1,9000,數據科學,1,1,資訊科技業,大型,2年以上,"Java, MS SQL, Oracle, VueJS, ReactJS, AngularJS"
20250714,13,富邦媒體科技股份有限公司(富邦momo),"我們正在尋找一位專注於數據洞察與產出決策建議的數據分析師，加入我們的數據應用團隊。這個角色將運用數據分析技術和方法，提供深入的見解，並推動產品面、業務面的數據決策，提升團隊與公司的競爭力和運營效率。

主要職責
1. 數據定義管理：包含初始規劃",台北市,J1000 【數據發展部】數據分析師,14401031,25.0797968,121.5709573,[],大學,無遠距,40000,0,3000,數據科學,1,0,批發與零售業,大型,2年以上,"Python, VBA, R, Cognos, Access, Excel, Outlook, PowerPoint, Word"
20250710,50,國立臺灣大學,"★《工作項目》
1.	進行校務資料整合，包括資料清理、串接以及視覺化呈現等。
2.	執行校務研究數據統計分析及相關報告撰寫。
3.	協助校務資料議題模組設計。
4.	辦公室運作相關行政庶務。
5.	其他主管交辦事項。
★《薪資待遇》
1.	第一年",台北市,國立臺灣大學 校務研究辦公室 誠徵資料分析專員 (碩士級),14627385,25.0234007,121.5250708,[],碩士,無遠距,41500,1,,數據科學,0,0,服務與專業顧問業,未知,不拘,"SPSS, SAS, Tableau, Matlab, Python, Word, Excel, PowerPoint, Outlook"
20250714,47,味全食品工業股份有限公司,"1.	數據分析與建模：
o	利用大數據工具和技術進行數據清理、處理、分析和可視化。
o	設計並構建公司內部的小型機器學習模型，解決特定業務問題（如預測分析、分類、推薦等）。
o	持續進行數據探索，發掘數據中的潛在規律和商業價值。
2.	自建大數據",台北市,【總公司】大數據分析師,14701736,25.0531691,121.5334641,"['資訊工程相關', '資訊管理相關', '其他數學及電算機科學相關']",大學,無遠距,40000,1,1450,數據科學,1,1,製造業,大型,1年以上,Python
20250704,18,台灣尼爾森愛科股份有限公司,"As the world's largest research organization, NIQ is powered by talented creative scientists. Our Data Scientist Business Leaders come from diverse disciplines such as statistics, research methodology, mathematics, psychology, business, engineering, physics and demography. These professionals drive innovation, new product ideation, develops complex analysis and delivery of data insights to measure what consumers buy.

Responsibilities
- Own Data Science solutions for client requests and provide initial recommendations for complex client raised issues. 
- Support Internal and External Clients with the understanding of Data Science design and methodology.
- Accompanied senior leaders meet with clients to understand business needs and help offer innovative solutions.
- Work on creating new solutions use cases, proof of concept and prototypes by exploring diverse data sets using tools such as Python.
- Understand Nielsen products and services to suggest new solutions for client challenges.
- Collaborate with other Data Science team units.
Automate and develop solutions for existing processes.
Innovate and create out of the box solutions by leveraging large and diverse data sets and state of the art technologies.",台北市,"Analyst, Data Science",14585481,25.0510235,121.563625,[],大學,混和,40000,0,200,數據科學,1,0,服務與專業顧問業,大型,不拘,
20250716,1,中央研究院統計科學研究所,"協助發展統計、machine learning & AI(LLM)等計算方法，應用於predicting drug responses of cancer patients, uncovering biomarkers for immunotherapy (免疫治療), via analyzing genomics data, gene expression and omics data, etc.

【參考網站】http://staff.stat.sinica.edu.tw/gshieh/

（本職缺適用勞基法）",台北市,中研院統計所謝叔蓉老師 Data Science Lab 誠徵博士後研究員,13461587,25.0420411,121.6166527,"['數學及電算機科學學科類', '統計學相關', '生物學相關']",博士,無遠距,64711,0,128,數據科學,0,1,服務與專業顧問業,中型,不拘,
20250715,3,新光人壽保險股份有限公司_總公司,"
  -電子商務平台
  -數位智能客服中心
  -IoT及FinTech於保險領域的應用
  -全方位銷售及客戶服務的行動應用開發
  -運用Big Data數據分析與資料模型，以發掘更多客戶需求與服務創新方式
  -打造以使用者體驗(UX)為中心的全",台北市,5L新光人壽-資料科學分析師 (數位),14447417,25.0516691,121.5611154,[],專科,無遠距,40000,0,13000,數據科學,1,0,金融與保險業,大型,3年以上,
20250715,9,傑希生技股份有限公司,"We are looking for a Data Scientist to support analyzing indoor aquaculture and system behavior in order to help create the most efficient farms that the world has ever seen. In this role, using data mining, statistical techniques, and machine learning, you will be analyzing and visualizing data to help improve operational efficiency, minimize losses, increase yield. These combined goals will give Company’s produce global reach at an accessible price, leading to increased produce consumption and raising the quality of living around the world. You will be part of a passionate and dynamic team that is developing new technology from the ground up

What You'll Do

-Understand data needs and construct data pipelines that address gaps and provide new information about facility processes and performance
-Implement applications, dashboards, and statistical techniques to monitor process control tied to farm performance
-Define correlations between process inputs & outcomes to help improve yield rate, quality, and overall process
-Identify gaps in data to enable development of sensors, hardware, firmware and data pipelines
-Own and drive computational modeling 
-Systematic thinker who can balance multiple priorities and master new datasets quickly
-Background in computational modeling and data science
-Well versed in statistical analysis (SPC, DOE, ANOVA, regressions etc) and able to draw conclusions on the relationships between variables
-years of using dbt or other ETL methods to provide end-users with clean, transformed data
-years of expertise in using SQL to query messy datasets and to create data pipelines
-years of experience in R or Python (scripting languages) etc. to analyze data
-years of experience of creating informative & interactive data visualizations
-Experience integrating algorithms and data analyses with applications for end-users
-Strong documenter of maintainable code (version control, CI/CD, etc.), methods, and results
BS / MS or Ph.D in Computer Science, Data Science, Statistics, Math or related degree with relevant experience)",新北市,Data scientist ,12289370,25.0620251,121.6484523,[],碩士,無遠距,40000,0,,數據科學,1,0,醫療與健康照護,未知,不拘,
20250717,47,台盈資訊科技有限公司,"1. 數據收集、驗證和分析
2. 編寫報告和提供相關分析及建議
3. 設計並實施專案
4. 與其他部門合作，以實現業務目標
5. 產生數據可視化報告

 * 本公司預計2025/7月底至8月初正式搬遷至承德路新辦公大樓(捷運劍潭站步行5分鐘) * ",台北市,大數據分析師,14047081,25.0565219,121.5485654,[],專科,無遠距,40000,1,80,數據科學,1,0,資訊科技業,中型,1年以上,Tableau
